03.21.22.806,0,0,0
03.21.22.913,0,0,0
03.21.23.616,0,0,0
03.21.23.617,0,0,0
03.21.23.617,0,0,0
03.21.23.618,0,0,0
03.21.23.618,0,0,0
03.21.23.619,0,0,0
03.21.23.619,0,0,0
03.21.23.62,0,0,0
03.21.23.621,0,0,0
03.21.23.621,0,0,0
03.21.23.622,0,0,0
03.21.23.622,0,0,0
03.21.23.623,0,0,0
03.21.23.623,0,0,0
03.21.23.623,0,0,0
03.21.23.624,0,0,0
03.21.23.641,0,0,0
03.21.23.645,0,0,0
03.21.23.668,0,0,0
03.21.23.684,0,0,0
03.21.23.707,0,0,0
03.21.23.724,0,0,0
03.21.23.745,0,0,0
03.21.23.765,0,0,0
03.21.23.784,0,0,0
03.21.23.804,0,0,0
03.21.23.823,0,0,0
03.21.23.843,0,0,0
03.21.23.863,0,0,0
03.21.23.886,0,0,0
03.21.23.907,0,0,0
03.21.23.925,0,0,0
03.21.23.947,0,0,0
03.21.23.965,0,0,0
03.21.23.987,0,0,0
03.21.24.007,0,0,0
03.21.24.026,0,0,0
03.21.24.044,0,0,0
03.21.24.067,0,0,0
03.21.24.089,0,0,0
03.21.24.104,0,0,0
03.21.24.126,0,0,0
03.21.24.143,0,0,0
03.21.24.165,0,0,0
03.21.24.183,0,0,0
03.21.24.206,0,0,0
03.21.24.222,0,0,0
03.21.24.246,0,0,0
03.21.24.263,0,0,0
03.21.24.286,0,0,0
03.21.24.303,0,0,0
03.21.24.324,0,0,0
03.21.24.345,0,0,0
03.21.24.365,0,0,0
03.21.24.384,0,0,0
03.21.24.406,0,0,0
03.21.24.423,0,0,0
03.21.24.443,0,0,0
03.21.24.465,0,0,0
03.21.24.487,0,0,0
03.21.24.502,0,0,0
03.21.24.523,0,0,0
03.21.24.544,0,0,0
03.21.24.565,0,0,0
03.21.24.587,0,0,0
03.21.24.604,0,0,0
03.21.24.624,0,0,0
03.21.24.645,0,0,0
03.21.24.665,0,0,0
03.21.24.687,0,0,0
03.21.24.703,0,0,0
03.21.24.724,0,0,0
03.21.24.745,0,0,0
03.21.24.767,0,0,0
03.21.24.785,0,0,0
03.21.24.808,0,0,0
03.21.24.826,0,0,0
03.21.24.845,0,0,0
03.21.24.873,0,0,0
03.21.24.885,0,0,0
03.21.24.905,0,0,0
03.21.24.926,0,0,0
03.21.24.945,0,0,0
03.21.24.967,0,0,0
03.21.24.988,0,0,0
03.21.25.004,0,0,0
03.21.25.023,0,0,0
03.21.25.044,0,0,0
03.21.25.064,0,0,0
03.21.25.084,0,0,0
03.21.25.109,0,0,0
03.21.25.125,0,0,0
03.21.25.143,0,0,0
03.21.25.166,0,0,0
03.21.25.188,0,0,0
03.21.25.205,0,0,0
03.21.25.226,0,0,0
03.21.25.243,0,0,0
03.21.25.266,0,0,0
03.21.25.284,0,0,0
03.21.25.307,0,0,0
03.21.25.325,0,0,0
03.21.25.343,0,0,0
03.21.25.364,0,0,0
03.21.25.385,0,0,0
03.21.25.404,0,0,0
03.21.25.427,0,0,0
03.21.25.446,0,0,0
03.21.25.487,0,0,0
03.21.25.487,0,0,0
03.21.25.508,0,0,0
03.21.25.526,0,0,0
03.21.25.546,0,0,0
03.21.25.568,0,0,0
03.21.25.584,0,0,0
03.21.25.605,0,0,0
03.21.25.628,0,0,0
03.21.25.644,0,0,0
03.21.25.668,0,0,0
03.21.25.685,0,0,0
03.21.25.706,0,0,0
03.21.25.727,0,0,0
03.21.25.747,0,0,0
03.21.25.767,0,0,0
03.21.25.788,0,0,0
03.21.25.807,0,0,0
03.21.25.826,0,0,0
03.21.25.846,0,0,0
03.21.25.864,0,0,0
03.21.25.885,0,0,0
03.21.25.902,0,0,0
03.21.25.927,0,0,0
03.21.25.947,0,0,0
03.21.25.967,0,0,0
03.21.25.983,0,0,0
03.21.26.003,0,0,0
03.21.26.026,0,0,0
03.21.26.045,0,0,0
03.21.26.066,0,0,0
03.21.26.084,0,0,0
03.21.26.104,0,0,0
03.21.26.13,0,0,0
03.21.26.145,0,0,0
03.21.26.166,0,0,0
03.21.26.186,0,0,0
03.21.26.206,0,0,0
03.21.26.224,0,0,0
03.21.26.247,0,0,0
03.21.26.263,0,0,0
03.21.26.289,0,0,0
03.21.26.307,0,0,0
03.21.26.325,0,0,0
03.21.26.344,0,0,0
03.21.26.364,0,0,0
03.21.26.386,0,0,0
03.21.26.405,0,0,0
03.21.26.427,0,0,0
03.21.26.444,0,0,0
03.21.26.467,0,0,0
03.21.26.483,0,0,0
03.21.26.508,0,0,0
03.21.26.528,0,0,0
03.21.26.548,0,0,0
03.21.26.566,0,0,0
03.21.26.586,0,0,0
03.21.26.606,0,0,0
03.21.26.623,0,0,0
03.21.26.645,0,0,0
03.21.26.666,0,0,0
03.21.26.684,0,0,0
03.21.26.704,0,0,0
03.21.26.727,0,0,0
03.21.26.745,0,0,0
03.21.26.764,0,0,0
03.21.26.783,0,0,0
03.21.26.807,0,0,0
03.21.26.825,0,0,0
03.21.26.844,0,0,0
03.21.26.868,0,0,0
03.21.26.886,0,0,0
03.21.26.907,0,0,0
03.21.26.924,0,0,0
03.21.26.944,0,0,0
03.21.26.964,0,0,0
03.21.26.99,0,0,0
03.21.27.003,0,0,0
03.21.27.023,0,0,0
03.21.27.05,0,0,0
03.21.27.069,0,0,0
03.21.27.084,0,0,0
03.21.27.11,0,0,0
03.21.27.124,0,0,0
03.21.27.144,0,0,0
03.21.27.165,0,0,0
03.21.27.184,0,0,0
03.21.27.204,0,0,0
03.21.27.228,0,0,0
03.21.27.246,0,0,0
03.21.27.265,0,0,0
03.21.27.29,0,0,0
03.21.27.302,0,0,0
03.21.27.324,0,0,0
03.21.27.346,0,0,0
03.21.27.365,0,0,0
03.21.27.384,0,0,0
03.21.27.403,0,0,0
03.21.27.427,0,0,0
03.21.27.447,0,0,0
03.21.27.466,0,0,0
03.21.27.484,0,0,0
03.21.27.503,0,0,0
03.21.27.523,0,0,0
03.21.27.547,0,0,0
03.21.27.567,0,0,0
03.21.27.587,0,0,0
03.21.27.605,0,0,0
03.21.27.626,0,0,0
03.21.27.646,0,0,0
03.21.27.665,0,0,0
03.21.27.685,0,0,0
03.21.27.704,0,0,0
03.21.27.728,0,0,0
03.21.27.747,0,0,0
03.21.27.77,0,0,0
03.21.27.787,0,0,0
03.21.27.806,0,0,0
03.21.27.825,0,0,0
03.21.27.843,0,0,0
03.21.27.864,0,0,0
03.21.27.889,0,0,0
03.21.27.907,0,0,0
03.21.27.926,0,0,0
03.21.27.943,0,0,0
03.21.27.964,0,0,0
03.21.27.985,0,0,0
03.21.28.005,0,0,0
03.21.28.024,0,0,0
03.21.28.045,0,0,0
03.21.28.066,0,0,0
03.21.28.084,0,0,0
03.21.28.103,0,0,0
03.21.28.13,0,0,0
03.21.28.151,0,0,0
03.21.28.164,0,0,0
03.21.28.185,0,0,0
03.21.28.205,0,0,0
03.21.28.226,0,0,0
03.21.28.246,0,0,0
03.21.28.268,0,0,0
03.21.28.287,0,0,0
03.21.28.308,0,0,0
03.21.28.328,0,0,0
03.21.28.347,0,0,0
03.21.28.368,0,0,0
03.21.28.387,0,0,0
03.21.28.404,0,0,0
03.21.28.428,0,0,0
03.21.28.444,0,0,0
03.21.28.467,0,0,0
03.21.28.485,0,0,0
03.21.28.508,0,0,0
03.21.28.525,0,0,0
03.21.28.544,0,0,0
03.21.28.566,0,0,0
03.21.28.585,0,0,0
03.21.28.603,0,0,0
03.21.28.629,0,0,0
03.21.28.647,0,0,0
03.21.28.666,0,0,0
03.21.28.686,0,0,0
03.21.28.704,0,0,0
03.21.28.74,0,0,0
03.21.28.748,0,0,0
03.21.28.766,0,0,0
03.21.28.785,0,0,0
03.21.28.805,0,0,0
03.21.28.823,0,0,0
03.21.28.848,0,0,0
03.21.28.868,0,0,0
03.21.28.888,0,0,0
03.21.28.907,0,0,0
03.21.28.928,0,0,0
03.21.28.948,0,0,0
03.21.28.968,0,0,0
03.21.28.989,0,0,0
03.21.29.008,0,0,0
03.21.29.027,0,0,0
03.21.29.046,0,0,0
03.21.29.064,0,0,0
03.21.29.083,0,0,0
03.21.29.103,0,0,0
03.21.29.131,0,0,0
03.21.29.143,0,0,0
03.21.29.163,0,0,0
03.21.29.189,0,0,0
03.21.29.203,0,0,0
03.21.29.224,0,0,0
03.21.29.244,0,0,0
03.21.29.263,0,0,0
03.21.29.282,0,0,0
03.21.29.306,0,0,0
03.21.29.327,0,0,0
03.21.29.347,0,0,0
03.21.29.365,0,0,0
03.21.29.386,0,0,0
03.21.29.406,0,0,0
03.21.29.425,0,0,0
03.21.29.445,0,0,0
03.21.29.464,0,0,0
03.21.29.49,0,0,0
03.21.29.503,0,0,0
03.21.29.526,0,0,0
03.21.29.543,0,0,0
03.21.29.563,0,0,0
03.21.29.587,0,0,0
03.21.29.606,0,0,0
03.21.29.624,0,0,0
03.21.29.648,0,0,0
03.21.29.667,0,0,0
03.21.29.686,0,0,0
03.21.29.705,0,0,0
03.21.29.724,0,0,0
03.21.29.745,0,0,0
03.21.29.771,0,0,0
03.21.29.783,0,0,0
03.21.29.803,0,0,0
03.21.29.824,0,0,0
03.21.29.849,0,0,0
03.21.29.867,0,0,0
03.21.29.886,0,0,0
03.21.29.904,0,0,0
03.21.29.928,0,0,0
03.21.29.948,0,0,0
03.21.29.968,0,0,0
03.21.29.985,0,0,0
03.21.30.005,0,0,0
03.21.30.03,0,0,0
03.21.30.047,0,0,0
03.21.30.065,0,0,0
03.21.30.087,0,0,0
03.21.30.103,0,0,0
03.21.30.127,0,0,0
03.21.30.145,0,0,0
03.21.30.167,0,0,0
03.21.30.185,0,0,0
03.21.30.203,0,0,0
03.21.30.226,0,0,0
03.21.30.244,0,0,0
03.21.30.267,0,0,0
03.21.30.284,0,0,0
03.21.30.307,0,0,0
03.21.30.325,0,0,0
03.21.30.346,0,0,0
03.21.30.364,0,0,0
03.21.30.387,0,0,0
03.21.30.405,0,0,0
03.21.30.424,0,0,0
03.21.30.446,0,0,0
03.21.30.463,0,0,0
03.21.30.486,0,0,0
03.21.30.504,0,0,0
03.21.30.523,0,0,0
03.21.30.547,0,0,0
03.21.30.565,0,0,0
03.21.30.587,0,0,0
03.21.30.611,0,0,0
03.21.30.624,0,0,0
03.21.30.646,0,0,0
03.21.30.664,0,0,0
03.21.30.687,0,0,0
03.21.30.704,0,0,0
03.21.30.727,0,0,0
03.21.30.745,0,0,0
03.21.30.767,0,0,0
03.21.30.786,0,0,0
03.21.30.805,0,0,0
03.21.30.824,0,0,0
03.21.30.844,0,0,0
03.21.30.865,0,0,0
03.21.30.883,0,0,0
03.21.30.908,0,0,0
03.21.30.923,0,0,0
03.21.30.947,0,0,0
03.21.30.966,0,0,0
03.21.30.985,0,0,0
03.21.31.006,0,0,0
03.21.31.026,0,0,0
03.21.31.046,0,0,0
03.21.31.064,0,0,0
03.21.31.084,0,0,0
03.21.31.105,0,0,0
03.21.31.124,0,0,0
03.21.31.143,0,0,0
03.21.31.162,0,0,0
03.21.31.188,0,0,0
03.21.31.206,0,0,0
03.21.31.224,0,0,0
03.21.31.249,0,0,0
03.21.31.267,0,0,0
03.21.31.283,0,0,0
03.21.31.309,0,0,0
03.21.31.327,0,0,0
03.21.31.346,0,0,0
03.21.31.363,0,0,0
03.21.31.384,0,0,0
03.21.31.408,0,0,0
03.21.31.429,0,0,0
03.21.31.447,0,0,0
03.21.31.468,0,0,0
03.21.31.49,0,0,0
03.21.31.508,0,0,0
03.21.31.526,0,0,0
03.21.31.545,0,0,0
03.21.31.567,0,0,0
03.21.31.585,0,0,0
03.21.31.614,0,0,0
03.21.31.625,0,0,0
03.21.31.643,0,0,0
03.21.31.665,0,0,0
03.21.31.686,0,0,0
03.21.31.704,0,0,0
03.21.31.728,0,0,0
03.21.31.746,0,0,0
03.21.31.764,0,0,0
03.21.31.786,0,0,0
03.21.31.808,0,0,0
03.21.31.825,0,0,0
03.21.31.844,0,0,0
03.21.31.863,0,0,0
03.21.31.883,0,0,0
03.21.31.909,0,0,0
03.21.31.926,0,0,0
03.21.31.944,0,0,0
03.21.31.968,0,0,0
03.21.31.984,0,0,0
03.21.32.004,0,0,0
03.21.32.025,0,0,0
03.21.32.043,0,0,0
03.21.32.066,0,0,0
03.21.32.084,0,0,0
03.21.32.106,0,0,0
03.21.32.125,0,0,0
03.21.32.142,0,0,0
03.21.32.163,0,0,0
03.21.32.187,0,0,0
03.21.32.205,0,0,0
03.21.32.227,0,0,0
03.21.32.245,0,0,0
03.21.32.263,0,0,0
03.21.32.287,0,0,0
03.21.32.306,0,0,0
03.21.32.323,0,0,0
03.21.32.345,0,0,0
03.21.32.363,0,0,0
03.21.32.388,0,0,0
03.21.32.405,0,0,0
03.21.32.423,0,0,0
03.21.32.448,0,0,0
03.21.32.464,0,0,0
03.21.32.483,0,0,0
03.21.32.507,0,0,0
03.21.32.525,0,0,0
03.21.32.544,0,0,0
03.21.32.563,0,0,0
03.21.32.588,0,0,0
03.21.32.605,0,0,0
03.21.32.624,0,0,0
03.21.32.648,0,0,0
03.21.32.665,0,0,0
03.21.32.683,0,0,0
03.21.32.708,0,0,0
03.21.32.725,0,0,0
03.21.32.743,0,0,0
03.21.32.766,0,0,0
03.21.32.783,0,0,0
03.21.32.807,0,0,0
03.21.32.824,0,0,0
03.21.32.847,0,0,0
03.21.32.866,0,0,0
03.21.32.886,0,0,0
03.21.32.904,0,0,0
03.21.32.924,0,0,0
03.21.32.949,0,0,0
